Unnamed: 0,ArticleId,Text,Category
168,1232,hollywood campaign hit website movie studio effort stop pirated film shared peer-to-peer network claimed high-profile victim. campaign legal action thought behind closure widely used suprnova.org website. site popular place people swapping sharing link bittorrent network. recent study showed half peer-to-peer traffic june bittorrent system. message posted suprnova.org sunday site controller said site closing good way know . site return message said would hosting torrent links. continued: sorry way tried everything. part would keep going said operator suprnova site discussion forum net chat channels. site thought closed following announcement motion picture association america launching legal action operating bittorrent server rather end users. way bittorrent work server site host actual file shared instead host link point people others it. targeting server mpaa hope cripple bittorrent ability share files. opening day mpaa campaign organisation filed 100 lawsuit operator bittorrent server site. launching legal seems effect. phoenix torrent another popular bittorrent site also decided shut though gave reason closure thought motivated threat legal action. last week finnish police raided bittorrent site based country according report let 10 000 user shared pirated film software music games.,3
169,703,escaped prisoner report ordered first minister jack mcconnell ordered report decision allow paranoid schizophrenic knife attacker go visit unguarded. michael ferguson 36 escaped allowed high-security carstairs unit. snp nicola sturgeon demanded know responsible signing leave. scottish executive said minister would notified would common practice sign approval. executive spokesman said health department state hospital would work together preparing report. ministerial responsibility carstairs rest rhona brankin deputy health minister. m brankin said: first minister called review happened need talk state hospital need reflect this. m sturgeon written mr mcconnell asking clarification move allow prisoner out. said question must answered escape public reassured safety. police still searching ferguson failed return trip east kilbride monday. scottish national party parliamentary leader argued law authorisation ferguson leave absence would come directly ministers. said: scottish executive seemed indicate yesterday escape mr ferguson matter carstairs. however understanding mental health legislation decision grant patient - restricted patient - leave absence would required direct specific authorisation scottish ministers. added: written first minister today asking confirmation fact. also asked confirm minister would routinely take decision nature information based on. attempt apportion blame ensure better understanding decision making process important sensitive cases. police said ferguson posed danger public. bbc scotland political correspondent glenn campbell said first minister ordered urgent report situation. said: understand executive case individual minister signed approval michael ferguson released unescorted carstairs. executive concedes scottish minister legal responsibility approving sort leave say routinely specialised official make decision simply inform minister taken it. stage presumably minister ask hard question ask reassurance patient serious danger public risk minimised. scottish conservative leader david mcletchie said earlier almost beyond belief allowed happen . executive spokeswoman said recommendation leave agreed psychiatric advisor conjunction official behalf minister . said: minister told notified would common practice sign off. statutory responsibility common practice people work patient best knowledge risk would make decision. ferguson slashed man doctor surgery coatbridge 1994 see fianc&#233;e annabella holmes 47 met patient high security complex south lanarkshire. described 5ft 9ins tall slim blond hair blue eye fair complexion. ferguson wearing black jacket grey jean black jumper black shoe last seen. multiple fading tattoo left hand faded tear tattoo left eye. m holmes missing sighting ferguson since monday. strathclyde police asked anyone spot ferguson contact sergeant keith mcdonald .,0
170,2051,novartis hit acquisition trail swiss drugmaker novartis announced 5.65bn euro ($7.4bn; £3.9bn) purchase make sandoz unit world biggest generic drug producer. novartis last month forecast record sale 2005 said bought germany hexal. also acquired 67.7% hexal u affiliate eon lab offered buy remaining share $31 each. novartis said would able make cost saving $200m year following acquisitions. novartis share rose 1% 57.85 swiss franc early trading. deal see novartis sandoz business overtake israel teva pharmaceutical world biggest maker generics. based 2004 figure newly merged producer would sale $5bn company estimated. novartis said would merge number department adding may job cuts. strong growth outlook sandoz create job expected partially compensate necessary reduction work force firm said statement. generic drug chemically identical expensive branded rivals. producer sandoz copy branded product usually patent protection expires sell cheaply pay research development cost. 150 generic drugmakers worldwide analyst predicted consolidation market call fragmented. however analyst initially convinced deal. expensive acquisition birgit kuhlhoff sal oppenheim investment bank told reuters. find strange making acquisition exactly market suffered price pressure.,1
171,451,labour constituency race row labour choice white candidate one uk multi-racial seat prof need all-black short list say race group. local councillor lyn brown selected west ham east london contest two white five ethnic minority women. operation black vote spokesman said wanted meet labour party chairman ian mccartney discussions. mr mccartney recently announced party consultation all-black shortlists. however labour far unable unable comment implication west ham result. ashok vishwanathan operation black vote aim increase ethnic minority participation political process representation said result showed all-women shortlist effective getting minority woman selected. think all-black shortlist way cut chase address lack minority candidate mr vishwanathan said. last month chairman commission racial equality (cre) also called ethnic minority shortlist certain circumstances. cre spokesman said organisation nothing add shortlist issue specifically would working political party address under-representation ethnic minority parliament. raising party leader formal basis helping find appropriate way forward spokesman said. ethnic minority make 8% united kingdom population 2% mp - 13 659 - visible minority group. twelve represent labour one liberal democrat. ethnic minority represented house common proportion number population would 42 ethnic minority mps.,0
172,1924,deutsche telekom see mobile gain german telecom firm deutsche telekom saw strong fourth quarter profit back upbeat u mobile earnings better-than-expected asset sales. net profit came 1.4bn euro (£960m; $1.85bn) dramatic change loss 364m euro 2003. sale rose 2.8% 14.96bn euros. sale stake firm including russia oao mobile telesystems raised 1.17bn euros. expected helped bring debt 35.8bn euros. year ago debt 11bn euro higher. t-mobile usa company american mobile business made strong contribution profits. seminal achievement cut debt low. give head room invest growth said hannes wittig telecom analyst dresdner kleinwort wasserstein. company also said would resume paying dividend two year focused cutting debt.,1
173,852,japan ageing workforce: built last twenty battled tuberculosis eight year went run clothing business marrying late thirties. 101-year-old torao toshitsune eaten raw fish pretty much every day throughout life. mr toshitsune one japan 23 000 centenarian - club growing 13% annually oldest member 114. neat osaka detached house life one sexagenarian daughter mr toshitsune keep regular routine copying buddhist sutra preparing traditional japanese tea ceremony. task remarkably active senior citizen reveals next goal is: well important japan number one. mr toshitsune want outlive everyone. come longevity japan country appears that. woman expect live 85 men 78 four year longer american europeans. outskirt kyoto 83-year-old yuji shimizu contemplates phenomenon round golf younger friend seventies. think food industry environment improved remarks. average live longer. whether diet traditional family structure role clearly defined something gene japan elderly remarkable. life may game golf mr shimizu grandchild huge problem ahead. japan world least fertile nation childbirth rate two third us. 2007 japan population expected peak 127 million shrink 100 million middle century. mean 30 million fewer worker time number elderly almost doubled. year 2050 birth rate remains people 60 make 30% population explains shigeo morioka international longevity centre tokyo. japan finance stay track decade economic stagnation huge deficit spending public sector debt already 140% country gross domestic product (gdp) highest rate among industrialised countries. international monetary fund predicts falling birth rate take grip 2010 cost running japan welfare state double 5% gdp current account balance deteriorate 2%. unfortunately japan appears poorly prepared financially politically. glen wood vice president deutsche security japan asks; going fund pension fund next generation indeed going new japanese worker going build economy going leader going producer gdp going forward one option welfare reform. another immigration possibly philippine indonesia. far emerging policy appears restricted limited number nursing staff. standing next tokyo harbour version new york statue liberty. yet japan ready elli island. japan never really liked option history think option becoming plausible necessary insists mr wood. japan europe also face workforce decline immigration sensitive subject. japanese economy facing 8% fewer consumer 2050 mean slumping domestic sale car hi-tech kit home appliance perhaps even another property crash. course japanese could always children. government currently considering financial reward procreative couple similar operation australia. would pay back 2030 today baby taxpayer demographic crisis like europe start unfold 2010. contrast japan - course european union - u population expected increase 46% 420 million middle century. although president bush must re-devise social security take account 130% rise america 65s imf foresees positive contribution u current account balance combined force fertility immigration. voice japanese industry calling radical change nature japanese labour market. want shift towards financial service though doubt persist country ability let alone willingness move away manufacturing. japan still problem getting viable banking system let alone shifting auto business semi-conductor business broad based tech manufacturing business overseas say mr wood. japan either drive radical reform else run risk vicious ageing recession. falling demand lower tax take could result soaring budget pressure basket case currency. come 2020 japan could dependent shrinking workforce industrialised power. fear world number two economy doomed permanent recession. none mr toshitsune concern anymore. 101 chuckle feel fine.,1
174,1889,abba queen enters music rich list woman behind abba musical mamma mia! joined list british-based music millionaires. producer judy craymer highest new entry sunday time music rich list £67m fortune. m craymer remortgaged home finance idea musical based around abba hit since become global triumph. teenage soul singer joss stone new entry list britain young music millionaire £5m. m craymer developed mamma mia! playwright catherine johnson member abba number 31 music rich list. taking top spot second year former record label bos clive calder whose wealth risen £1.3bn. mr calder man behind act including britney spears. made fortune selling independent label zomba record giant bmg. former beatle sir paul mccartney second list £800m - £40m last year. andrew lloyd-webber wealth rose estimated £300m last year £700m theatre impresario sir cameron mackintosh fortune rose £340m £400m. recent hit included west end show mary poppins. pop idol mogul simon fuller seen wealth plummet £220m last year £75m selling entertainment company 19 le expected according sunday times. joss stone 17-year-old soul singer devon new entry young music millionaire list. list also feature charlotte church coldplay daniel bedingfield young david victoria beckham. number one dhani harrison son late beatle george harrison inherited £140m. beckhams - qualify thanks victoria former singing career - second place £75 million - £10m last year.,2
175,1695,brown name 16 march budget chancellor gordon brown deliver budget house common 16 march treasury announced. budget likely last general election 1230 gmt wednesday prime minister question time. annual event chancellor outline government taxation broader economic predictions. tory say likely budget contain measure attract votes. election expected 5 may. next month budget mr brown ninth since labour came power 1997. may election called could little 18 day budget announcement date election. shortened finance bill would rushed parliament all-party support allow government continue collecting revenue. full finance bill budget measure would returned common election labour secures another term office. tory shadow chancellor oliver letwin said: sure two things: budget contain measure attract vote contain £8 billion tax rise independent expert say inevitable labour win election. mr brown announced budget date short ministerial statement accountancy firm ernst & young urged put politics aside focus long-term requirement economy. budget given immediately last six election tax cut incumbent chancellor many case tax increased soon election result said aidan carroll e&y uk head tax.,0
176,417,microsoft release patch microsoft warned pc user update system latest security fix flaw window programs. monthly security bulletin flagged eight critical security hole could leave pc open attack left unpatched. number hole considered critical usual. affect window program including internet explorer (ie) medium player instant messaging. four important fix also released. considered le critical however. updated either automatically manually pc user running program could vulnerable virus malicious attack designed exploit holes. many flaw could used virus writer take computer remotely install program change delete see data. one critical patch microsoft made available important one fix ie flaws. stephen toulouse microsoft security manager said flaw known although firm seen attack exploiting flaw rule out. often critical flaw announced spate virus follow home user business leave flaw unpatched. patch fix hole medium player window messenger msn messenger attacker could use take control unprotected machine .png files. microsoft announces vulnerability software every month. important one classed critical . latest release came week company announced buy security software maker sybari software part microsoft plan make security programs.,3
177,2125,tate & lyle bos bag top award tate & lyle chief executive named european businessman year leading business magazine. iain ferguson awarded title u publication forbes returning one uk venerable manufacturer country top 100 companies. sugar group absent ftse 100 seven year mr ferguson helped return growth. tate share leapt 55% year boosted firming sugar price sale artificial sweeteners. year sagging stock price seven-year hiatus ftse 100 one britain venerable manufacturer returned vaunted index forbes said. mr ferguson took helm company 2003 spending career consumer good giant unilever. tate & lyle original member historic ft-30 index 1935 operates 41 factory 20 additional production facility 28 countries. previous winner forbes award include royal bank scotland chief executive fred goodwin former vodafone bos chris gent.,1
178,2087,beer giant swallow russian firm brewing giant inbev agreed buy alfa-eco stake sun interbrew russia second-largest brewer 259.7m euro ($353.3m; £183.75m). alfa-eco venture capital arm russian conglomerate alfa group one-fifth stake sun interbrew. deal give inbev world biggest beermaker near-total control russian brewer. inbev bought another partner august 2004. inbev brand include bass stella artois hoegaarden staropramen. employ 77 000 people running operation 30 country across america europe asia pacific. leuven-based brewery said would 97.3% voting share 98.8% non-voting share sun interbrew. deal expected completed first quarter 2005. inbev formed august 2004 belgium interbrew bought brazilian brewer ambev. sun interbrew employ 8 000 staff owns brewery eight russian city - klin ivanovo saransk kursk volzhsky omsk perm novocheboksarsk. also three brewery ukraine city chernigov nikolaev kharkov.,1
179,1274,million miss net 2025 40% uk population still without internet access home say study. around 23 million briton miss wide range essential service education medical information predicts report telecom giant bt. compare 27 million 50% uk currently online. idea digital divide evaporate time wishful thinking report concludes. study call government telecom industry come new way lure bypassed digital revolution. although percentage briton without home access fallen slightly remain digital refuseniks miss report suggests. everyday task move online offline service become le comprehensive divide become obvious burdensome got net access predicts. gap have-nets have-not much talked prediction divide affect future generation le discussed. bt set predict future pattern based current information taking account way technology changing. optimist predict convergence emergence user-friendly technology bridge digital divide could way mark report suggests. internet access device tends something taken already said adrian hosford director corporate responsibility bt. cost internet access fallen dramatically coverage remote area vastly improved last year real barrier remains psychological. hard rump have-not engaging net. motivation skill perceive benefit said mr hosford. disadvantaged group likely remain among low income family older generation disabled. low income account quarter digital have-not disabled make 16% elderly nearly third 2025 report forecasts. organisation bt responsibility help tackle problem said mr hosford. telco seen positive result everybody online project offer internet access people eight deprived community around britain. one area cornwall high level unemployment online training helped people rewrite cv learn skill get new job explained mr hosford. grassroot activity addressing specific need individual community essential problem digital divide overcome said. address problem get lot worse people find difficult find job education opportunity limited simply able keep society said. alliance digital inclusion independent body member drawn government industry voluntary sector recently set tackle issue faced digital refuseniks.,3
181,398,lawyer attack anti-terror law senior barrister resigned protest government anti-terror law say current system giving britain bad name. ian macdonald qc quit government failed recognise house lord ruling detaining terror suspect indefinitely unlawful. part 19-strong panel special security clearance act suspected terrorists. five barrister reported threatening resign. mr macdonald told bbc news: reason resigning fundamentally disagree locking people without trial indefinite period reasonable suspicion. current legal system certainly adverse effect muslim community britain whole asian community. think giving britain bad name internationally . anti-terrorism crime security act introduced government 2001 response 11 september attack foreign national suspected involvement terrorism cannot deported held indefinitely without trial. mr macdonald belief detainee currently held entitled trial jury. view need full return trial jury proper criminal trial proper accusations. far concerned government start rethink whole strategy dealing this. added. attorney general lord goldsmith receive letter resignation mr macdonald monday. according independent resignation expected followed five barrister - nicholas blake qc andrew nicol qc manjit singh gill qc rick scannell tom de la mare. believed carefully considering position panel special advocate represent detainee special immigration appeal commission (siac) - secure court without jury try terror suspects. mr macdonald said idea whether resignation would follow. barry hugill spokesman campaign group liberty told radio 4 today programme lawyer may go. assure distinct possibilty lawyer may resigning said. situation everything trained believe right trial jury abandoned give sleepless nights. helena kennedy labour peer human right lawyer said special advocate main concern seen special intelligence allowed speak detainees. whole procedure considered immediately 11 september great deal argument particularly house lord whether really process could considered judicial review said. without detention habeus corpus really blot ian mcdonald said legal landscape something really quite shocking regard rule law.,0
183,87,uk pledge £1bn vaccine effort uk chancellor gordon brown offered £960m ($1.8bn) 15 year international scheme aiming boost vaccination immunisation schemes. speech called action reach 2000 millennium declaration goal halving global poverty tackling child mortality rates. mr brown returned tour african nations. £1bn commitment part five-point plan debt relief trade aid education health. chancellor speaking event jointly organised uk department international development un development programme wednesday. mr brown welcomed news bill gate foundation norway joining put extra £0.53bn ($1bn ) global alliance vaccine immunisation (gavi). britain france gavi gate foundation drawn proposal apply principle international finance facility (iff) area immunisation. could see donor making long-term legally binding financial commitment used collateral raising extra fund international capital markets. well pledging £960m 15 year immunisation iff britain urged donor contribute. gavi could increase funding immunisation extra £4bn ($7.4bn) 10 year extra five million life could saved 2015 five million thereafter mr brown argued. campaign group including friend earth world development movement war want said uk government policy free trade major barrier fighting poverty. war want john hilary said: compassionate rhetoric cannot disguise reality government neo-liberal policies. long mr blair mr brown continue push free trade privatisation developing country people pushed deeper poverty lifted it.,0
184,2024,humanoid robot learns run car-maker honda humanoid robot asimo got faster smarter. japanese firm leader developing two-legged robot new improved asimo (advanced step innovative mobility) run find way around obstacle well interact people. eventually asimo could find gainful employment home offices. aim develop robot help people daily life said honda spokesman. get robot running first time easy process involved asimo making accurate leap absorbing impact landing without slipping spinning. run capable perhaps quite olympic star kelly holmes standard. 3km/h closer leisurely jog. maker claim almost four time fast sony qrio became first robot run last year. criterion running robot defined engineer foot ground strides. asimo improved way increasing walking speed 1.6km/h 2.5km growing 10cm 130cm putting 2kg weight. may quite ready yoga freedom movement able twist hip bend wrist thumb neck. asimo already made mark international robot scene november inducted robot hall fame. wowed audience around world ability walk upstairs recognise face come beckoned. august 2003 even attended state dinner czech republic travelling japanese prime minister goodwill envoy. one handful robot used tech firm trumpet technological advances. technology developed asimo could used automobile industry electronics increasingly take mechanic car design. moment asimo biggest role entertainer audience gathered see first public run greeted slightly comical gait amusement according reports. robot fulfil serious function society united nation economic commission europe predicts worldwide market industrial robot swell 81 000 unit 2003 106 000 2007.,3
185,1927,norway upholds napster ruling norwegian student ran website linked downloadable mp3 file ordered pay compensation country supreme court. frank allan bruvik ordered pay 100 000 krone (£8 000) music industry norway. student set napster.no site allowed user submit receive link mp3 files. bruvik earlier cleared appeal lower court found music industry. music industry boss norway said ruling would help build confidence internet distribution medium. frank allan bruvik set napster.no website part school project 2001 studying computer engineering norwegian town lillehammer. website associated napster.com site usa operating since 1999 already facing legal action. bruvik site online august november 2001 host music peak providing link 170 free file servers. well providing link site allowed visiting submit link could later accessed visitors. legal complaint copyright violation filed group including norway performing right society tono norwegian branch sony music universal music saw important test principle. norwegian court ruled 2003 bruvik would pay 100 000 krone music industry country court appeal cleared saying copyright violation occurred others posted music. however supreme court stated music clearly published violation copyright law added case decided based responsibility abetting illegal act bruvik action premeditated. norway music industry said satisfied ruling showed music piracy would accepted. meanwhile usa 717 lawsuit people alleged traded copyrighted song filed week recording industry association america. suit brought behalf major record company cite individual illegally distributing music via unauthorized peer-to-peer service kazaa edonkey. preceding case fresh action made so-called john doe defendant identified code given computer internet connections.,3
186,1019,defection timed hit tax pledge impeccable precisely-calculated timing tory defector robert jackson new labour boss attempted overshadow michael howard latest announcement taxation spending. everyone westminster working towards may general election mr howard eager map clear distinctive policy aimed finally shifting tory resolutely depressing poll showings. big idea £35bn saving waste bureaucracy mr howard pledged plough back public service tax cuts. virtually certain pledge tax cut meant core message interview bbc one breakfast frost programme. shadow chancellor oliver letwin edging towards announcement front month without concrete pledges. mr howard announced £35bn earmarked saving £12bn used plug labour claimed financial black hole left going tax cut mr letwin first budget. would precise already suggestion set announce lifting threshold income tax reforming abolishing inheritance tax. first time say would tax cuts. election people clear choice mr blair waste tax conservative party give value money tax le . tory attempt open famed clear blue water labour party return traditional tory agenda reassure middle england voter abandoned appeal core conservative voters. pretty safe bet assume robert jackson finally decided jump ship swim labour bench new master decided time announcement greatest possible impact. mr howard however dismissive. thing happen time time. disagreement robert jackson me. election going decided robert jackson added. certainly true. election decided economy stupid . issue like iraq war trust thing also play major part. economy probably greatest influence way people finally vote. many tory bench cry mr howard get back onto old tory tax cut agenda. mr howard know risk accusation result would slash public service attempted shoot fox first. poll suggesting voter would rather government cash surplus spent school hospital tax cut suggested exactly do. whether finally enough shift poll remains seen.,0
187,1892,german economy rebound germany economy biggest among 12 country sharing euro grew fastest rate four year 2004 driven strong exports. gross domestic product (gdp) rose 1.7% last year statistical office said. economy contracted 2003. foreign sale increased 8.2% last year compared 0.3% slide private consumption. concern remain however strength euro weak domestic demand sluggish labour market. european central bank (ecb) left benchmark interest rate unchanged 2% thursday. nineteenth month row ecb moved borrowing costs. economist predict increase unlikely come second half 2005 growth set sputter rather ignite. 2004 profited fact world economy strong said stefan schilbe analyst hsbc trinkaus & burkhardt. export weaken domestic growth remains poor cannot expect much 2005. many german consumer spooked unsettled government attempt reform welfare state corporate environment. major company including volkswagen daimlerchrysler siemens spent much 2004 tough talk union trimming job costs. also warned cost cutting measure horizon.,1
188,357,green fear transport ballot green party concerned thousand resident may able vote edinburgh transport referendum. edinburgh city council ballot constituent proposal introduce congestion charging capital. green msp mark ballard fear people council edited electoral register may miss out. local authority send ballot paper edited list non-statutory matter transport referendum. therefore resident exercised right detail left list could miss chance vote. however still time list contact council make sure sent ballot form ahead february voting deadline. mr ballard said: vote set future transport edinburgh decade come. therefore vital many resident possible edinburgh city surrounding area registered vote ballot. many people aware may miss chance say. everyone involved debate - - want ballot fair representative possible mean encouraging people take part. ballot ask resident vote council proposed congestion charge scheme host transport improvement funded it. outcome referendum known next month ballot form sent returned council. towards end february council meet decide whether proceed application scottish minister approval planned congestion charging scheme part transport package.,0
189,1161,csi show give unrealistic view people unrealistic expectation forensic science thanks success csi tv show real expert say. evidence submitted forensic lab shot result programme time many large backlog science investigator claim. lawyer also fear effect juror distorted view forensic evidence used. issue discussed major science conference washington dc. crime scene investigation (csi) spin-off csi: miami csi: new york proven exceptionally popular audience side atlantic. episode team forensic investigator go solving crime ingenious appliance science - extensive resource disposal. csi effect basically perception near-infallibility forensic science response tv show said max houck run forensic science graduate course west virginia university us. tv show come everyone start watching - including cop prosecutor - submission forensic laboratory go roof told annual meeting american association advancement science (aaas). american forensics expert said roughly 200 000-300 000 backlogged dna sample u labs. yet constituted 10% total test backlog said dr houck. forensic pathologist dr patricia mcfeeley said started see show influence dealing family victims. find family dissatisfied investigation previously case explained. example television toxicology result available almost instantaneously. people find take several month find difficult. dr mcfeeley added accuracy forensic investigator determine time death far lower people perceptions. show influence follow forensic investigator way courtroom making lawyer jittery. prosecutor fear csi effect jury example wonder: everything tested well fact everything need tested dr houck explained. defence attorney also worry csi effect think juror come view science juggernaut; objective method always accurate. however admitted show positive well negative effect field. university course started four graduate 1999; largest major campus - 400 student said. dr houck added urgent need better funding forensic science university level: money spent country holistic medicine forensic science research.,2
190,52,strike threat pension plan million public service worker could strike minister scrap final salary pension scheme make work longer warn union leaders. cabinet office confirmed reviewing current pension system prompting union representing 4.5m worker threaten united action. believe plan include raising mandatory retirement age public service worker 60 65. government say union consulted change made. thought proposed overhaul due thursday could mean pension could based career average salary. year served staff currently get one eightieth highest salary final three years. minister anxious avoid mass strike action lead-up next general election widely expected next may. statement sunday cabinet office said reviewing civil service pension scheme hoped announce proposal soon. union course consulted proposed changes. public sector pension scheme need remain affordable sustainable. people living longer pension getting expensive. maintain long-term affordability pension scheme government announced green paper pension pension age would rise 60 65. monday tony blair official spokesman declined say whether prime minister backed plans. said: important process going consultation moment let wait process complete itself. already widespread anger chancellor plan get rid 100 000 civil servants. public service union united plan trade union congress discussing issue next monday. dave prentis general secretary unison said change pension provision worker public sector would mean pay would still face raw deal. member working nh local government never high pay city bonus could look forward decent pension - taken away said. really riles breathtaking hypocrisy mp recently voted best pension scheme europe say afford anyone else. position unison cannot accept oppose. lead conflict unison government year next. mr prentis said worker want go strike called talk union highest level government. mark serwotka public commercial service union said co-ordinated one day strike unless government rethink. fire brigade union said government planning cut ill health retirement benefit firefighter measure chip away pensions. pension officer paul woolstenholmes said: pension million public sector worker threat - apart mp judge generous pension arrangement country.,0
191,1798,standoff deutsche lse bid deutsche boerse investor unhappy london stock exchange bid chance throw exchange management may reuters says. sunday time reported hedge fund tci atticus planning demand removal group chairman chief executive. deutsche boerse told news agency reuters move would wait may annual general meeting. investor want deutsche return cash shareholder rather bid. long-term investor experienced removing management. scared take conclusion time atticus david slager told sunday times. however deutsche boerse told reuters: tci request removal supervisory board considered annual general meeting may 25. sunday time reported tci drawing list heavyweight executive replace deutsche chairman rolf breuer chief executive werner seifert. group owns 5% deutsche - enough demand extraordinary general meeting call shareholder oust german exchange management. german law deutsche need investor backing make takeover bid. tci atticus opposed lse bid time saying would destroy shareholder value would better spent share buyback. deutsche competition pan-european bourse euronext take london exchange. many commentator suggested bidding war two could break out. however move would wait march office fair trading completes investigation competition aspect pair takeover proposals.,1
192,2028,hendrix guitar fetch £100 000 much-loved guitar belonging jimi hendrix sold £100 000 auction london. 1965 fender stratocaster one number guitar included sale dedicated rock legend. vast archive instrument signed record poster collected dedicated fan become friendly star. auction billed biggest collection hendrix memorabilia go hammer. majority item collected fan bob terry began collecting age 17. later sold another collector. hendrix widely considered one best guitarist era died drug overdose 1970 age 27. 1965 fender stratocaster used musician tour studio. poem written hendrix two week infamous appearance monterey festival set light guitar went £10 000. jimi hendrix experience first single hey joe signed band sold £2 000. sale hosted auctioneer cooper owen held hard rock cafe london.,2
194,258,sporting rival go extra time current slew sport game offer unparalleled opportunity fan like emulate on-field action without ever moving couch. two giant field - espn ea sport - locked heavyweight battle years. latter world largest game manufacturer. year experience mean title steady flow sport sims finely honed massively entertaining ooze flair. sport broadcaster espn meanwhile leant name series game similarly classy lower profile price. status quo changed forever - next 15 year least - deal earlier year espn sold ea right tv branding on-air talent meaning espn game presently developed sega come end present form. massive-money deal raised eyebrow stirred active indignation many quarter fan concerned set enable ea monopolise sport gaming landscape unhealthy degree. particularly disgruntled fan set online petition notched 18 000 virtual signatures. many clicking complain already rankled espn coup happened week ea pulled another enormous licensing deal controversially giving exclusive right team personnel america&#191;s national football league (nfl). sega - espn range missed key reason answering yes liking disliking sport game regularly come personal taste option available always prof hugely handy. online soccer fan testify bout arguing high-profile title rule supreme similar-yet-hugely-different fifa 2005 pro evolution soccer 4. note espn 2k5 ea sport game little choose picking favourite come player personal preference spending budget rather technical elements. taking hockey basketball example publisher effort phenomenally entertaining fairly accessible. also look awesome sega / espn version perhaps shading thing graphical front. term gameplay marginally preferred ea nba live 2005 basketball satisfied ice hockey-wise espn nhl 2k5. espn game touch arcade-like look feel slightly easier get although like rival also offer dizzyingly-extensive array in-game trick overall challenge mode enough quench thirst even die-hard sport fans. perhaps interesting aspect espn deal seeing affect presentation ea future titles. front-end decoration ea game become something art-form loaded slick visuals oodles licensed music. also immediately identifiable coming ea stable inevitable compulsion add espn look doubt change various ways. shame espn title took similar care framing gameplay authentic setting - preamble look sound much like would tv. neat excellent-value game current form combining ea established brand produce truly formidable beast.,3
195,638,nintendo d make euro debut nintendo d handheld game console officially gone sale europe. many store around uk opened midnight let keen gamers get hand device. two-screen clamshell gadget cost £99 (149 euros) 15 game available launch featuring well-known character super mario rayman. d spearhead nintendo attempt continue dominance handheld gaming market. since going sale japan u end 2004 nintendo sold almost 4m d consoles. part popularity may due fact d run catalogue 700 game produced nintendo gameboy advance handheld. game d expected cost £19 £29. 130 game d development. well two screen one controlled touch d also let player take 16 people via wireless. download play option mean d owner take even one owns copy particular game. d owner also sent text message drawings. nintendo also planning release medium adapter handheld play music video. five virgin megastores 150 game shop expected open early friday morning let people buy ds. know customer want soon released - mean minute day said robert quinn game uk sale director. nintendo sole control europe handheld gaming market week soon sony expected release psp console. although nintendo aiming younger player psp older gamers likely two firm competing many customers. sony psp represents real threat nintendo huge number playstation owner around world greater flexibility sleek black gadget. psp us small disc game play music movie without need add-on also support short-range wireless play. go sale psp likely cost £130 £200.,3
196,541,bank hold interest rate 4.75% bank england left interest rate hold 4.75% widely-predicted move. rate went five time november 2003 - bank sought cool housing market consumer debt - remained unchanged since august. recent data indicated slowdown manufacturing consumer spending well mortgage approvals. retail sale disappointed christmas analyst putting drop le consumer confidence. rising interest rate accompanying slowdown housing market knocked consumer optimism causing sharp fall demand expensive good according report earlier week british retail consortium. brc said britain retailer endured worst christmas decade. today change decision correct said david frost director general british chamber commerce (bcc). clear sign economy slows mpc ready take quick corrective action cut rates. dismal report retail trade christmas sale worrying indicate general weakening consumer spending. mr frost added: housing market outlook remains highly uncertain. widely accepted house price start falling sharply risk facing economy worsen considerably. cbi chief economist ian mccafferty said economy slowed recent month response rate rise difficult gauge christmas period likely pace activity summer. bank juggle emergence inflationary pressure driven tight labour market buoyant commodity price risk over-abrupt slowdown consumer activity said. interest rate likely remain hold time. thursday gloomy news manufacturing front office national (ons) statistic revealed british manufacturing output unexpectedly fell november - fifth month past six. ons said manufacturing output dropped 0.1% november matching similar unrevised fall october confounding economist expectation 0.3% rise. manufacturer organisation eef said expected hold interest rate continue near future. also said evidence manufacturer confidence may waning outlook world economy becomes uncertain. far evidence suggests last year rate increase helped rebalance economy without damaging recovery manufacturing said eef chief economist steve radley. however business outlook start deteriorate bank stand ready cut rates. economist predicted rate drop later year although others feel bank may still think need rise 5% happens. bank remains concerned long-term risk posed personal debt - rising 15% year - economic condition worsen.,1
